"","Species","Latitude","Longitude","2081-01-01","2081-02-01","2081-03-01","2081-04-01","2081-05-01","2081-06-01","2081-07-01","2081-08-01","2081-09-01","2081-10-01","2081-11-01","2081-12-01","2082-01-01","2082-02-01","2082-03-01","2082-04-01","2082-05-01","2082-06-01","2082-07-01","2082-08-01","2082-09-01","2082-10-01","2082-11-01","2082-12-01","2083-01-01","2083-02-01","2083-03-01","2083-04-01","2083-05-01","2083-06-01","2083-07-01","2083-08-01","2083-09-01","2083-10-01","2083-11-01","2083-12-01","2084-01-01","2084-02-01","2084-03-01","2084-04-01","2084-05-01","2084-06-01","2084-07-01","2084-08-01","2084-09-01","2084-10-01","2084-11-01","2084-12-01","2085-01-01","2085-02-01","2085-03-01","2085-04-01","2085-05-01","2085-06-01","2085-07-01","2085-08-01","2085-09-01","2085-10-01","2085-11-01","2085-12-01","cv","sd","mean","acf_lag1","acf_all"
"33","Chelodina longicollis",-33.99624637,150.7055575,292.002227783203,290.71955871582,289.669464111328,289.514556884766,290.357513427734,293.713333129883,297.293060302734,300.306716918945,300.322616577148,298.272659301758,296.638793945312,294.720886230469,293.391754150391,292.076293945312,291.318649291992,291.165832519531,292.046325683594,294.237213134766,298.807922363281,299.82893371582,300.598937988281,298.802001953125,296.439910888672,294.777801513672,293.04817199707,291.230743408203,290.28662109375,290.073684692383,290.595336914062,293.472305297852,297.340774536133,299.962417602539,300.666320800781,298.260620117188,295.743209838867,293.891372680664,292.158279418945,290.641677856445,289.73551940918,289.659591674805,290.585998535156,293.158676147461,296.026565551758,299.241714477539,300.735229492188,299.041259765625,296.004898071289,293.006378173828,291.258636474609,290.166549682617,289.519226074219,289.786346435547,291.097839355469,293.956665039062,297.095031738281,299.48030090332,299.313049316406,297.70881652832,296.082550048828,294.335601806641,0.0125668774021448,3.70123672561079,294.52318242391,0.84845984761971,0.599180745840377
"34","Cherax destructor",32.9,151.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Cherax quadricarinatus",-26.8083,-65.2176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Chiloscyllium plagiosum",10,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Chromis atripectoralis",-14.65,145.45,298.654937744141,297.868804931641,297.295349121094,297.348358154297,299.561614990234,301.482238769531,302.49267578125,302.704986572266,302.74609375,302.460968017578,301.970184326172,301.027801513672,300.369415283203,299.002014160156,297.865661621094,298.072631835938,300.194213867188,301.549713134766,302.149444580078,303.010833740234,303.446838378906,303.320587158203,301.706909179688,300.364044189453,299.418518066406,298.028137207031,298.004516601562,298.935913085938,299.980102539062,301.163757324219,302.769927978516,303.159393310547,303.218841552734,302.615905761719,301.370544433594,300.649658203125,299.337066650391,298.412109375,298.216400146484,298.413269042969,300.249328613281,301.897216796875,302.708801269531,303.103698730469,303.520538330078,302.925445556641,302.017120361328,301.036499023438,300.21533203125,299.00927734375,298.324279785156,298.772735595703,300.135040283203,302.058166503906,302.456909179688,302.826141357422,302.751159667969,302.597503662109,301.322692871094,300.668762207031,0.00627256285550394,1.88688695758009,300.815950520833,0.842532416730167,0.594479920739469
"38","Chromis ternatensis",-14.65,145.45,298.654937744141,297.868804931641,297.295349121094,297.348358154297,299.561614990234,301.482238769531,302.49267578125,302.704986572266,302.74609375,302.460968017578,301.970184326172,301.027801513672,300.369415283203,299.002014160156,297.865661621094,298.072631835938,300.194213867188,301.549713134766,302.149444580078,303.010833740234,303.446838378906,303.320587158203,301.706909179688,300.364044189453,299.418518066406,298.028137207031,298.004516601562,298.935913085938,299.980102539062,301.163757324219,302.769927978516,303.159393310547,303.218841552734,302.615905761719,301.370544433594,300.649658203125,299.337066650391,298.412109375,298.216400146484,298.413269042969,300.249328613281,301.897216796875,302.708801269531,303.103698730469,303.520538330078,302.925445556641,302.017120361328,301.036499023438,300.21533203125,299.00927734375,298.324279785156,298.772735595703,300.135040283203,302.058166503906,302.456909179688,302.826141357422,302.751159667969,302.597503662109,301.322692871094,300.668762207031,0.00627256285550394,1.88688695758009,300.815950520833,0.842532416730167,0.594479920739469
"39","Chrysemys picta",42.42994,-83.989883,289.116516113281,289.793685913086,289.493530273438,288.760726928711,287.388702392578,286.087951660156,285.109817504883,284.187927246094,284.034606933594,284.735198974609,286.163864135742,288.197555541992,290.682327270508,290.838745117188,290.533935546875,289.291687011719,287.533309936523,285.926956176758,284.594131469727,283.997848510742,284.033233642578,284.317169189453,285.277969360352,287.959686279297,290.189041137695,290.077835083008,290.759338378906,288.887237548828,287.189956665039,285.690170288086,284.770263671875,284.004745483398,283.756454467773,283.997711181641,285.386367797852,287.837112426758,289.976150512695,290.910583496094,290.380905151367,288.672424316406,287.09001159668,285.785888671875,284.419906616211,283.815185546875,283.693283081055,284.104766845703,285.133636474609,287.424896240234,290.459136962891,291.829391479492,291.067321777344,289.032409667969,286.844665527344,285.260604858398,284.268051147461,283.461166381836,283.383926391602,284.407958984375,286.410507202148,289.850662231445,0.00901653427906823,2.58748787973577,286.971445973714,0.827008205175362,0.609273357446128
"40","Cirrhinus mrigala",19.55,72.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Clinostomus elongatus",42.043698,-78.739853,289.074935913086,289.957153320312,289.597793579102,288.765518188477,287.28742980957,285.9814453125,284.845169067383,284.047744750977,284.040435791016,284.772705078125,286.249771118164,288.347015380859,290.713272094727,290.742233276367,290.496612548828,289.141998291016,287.443450927734,285.897659301758,284.630737304688,283.952697753906,283.808731079102,284.245269775391,285.655914306641,288.102981567383,290.080917358398,290.344100952148,290.832763671875,288.864105224609,287.085342407227,285.502395629883,284.456359863281,283.822830200195,283.680633544922,283.936416625977,285.387420654297,287.586822509766,289.575637817383,290.594345092773,290.372955322266,288.761383056641,287.109375,285.767990112305,284.500259399414,283.894119262695,283.778167724609,284.158935546875,285.218688964844,287.461120605469,290.588119506836,291.803802490234,290.667694091797,288.8154296875,286.706527709961,285.09391784668,284.124816894531,283.332153320312,283.27783203125,284.161026000977,286.901794433594,289.862930297852,0.00904596677722772,2.5955755009413,286.931796773275,0.83000479093268,0.609057504066143
"42","Cordylus oelofseni",-34.0333,19,290.177597045898,289.202499389648,289.138366699219,289.725921630859,292.518356323242,295.388946533203,298.81037902832,300.363189697266,298.719848632812,296.735321044922,293.529098510742,291.210220336914,289.517105102539,288.927551269531,289.315460205078,290.344268798828,292.990539550781,296.382125854492,299.020095825195,299.728713989258,298.834671020508,297.746978759766,294.348678588867,291.138595581055,289.735260009766,289.226165771484,289.713043212891,291.194778442383,292.580764770508,296.38362121582,298.869552612305,300.232192993164,298.568756103516,297.227172851562,293.064880371094,291.372116088867,289.850738525391,289.248764038086,290.032821655273,290.974639892578,293.417221069336,296.920272827148,299.461029052734,300.891708374023,299.645690917969,297.090545654297,294.723037719727,291.474548339844,290.137176513672,290.20947265625,289.912857055664,291.230163574219,293.304626464844,296.752777099609,299.599960327148,300.745147705078,299.476623535156,297.092712402344,293.736282348633,290.961883544922,0.0135588214501701,3.98829875099694,294.147892252604,0.841036903330714,0.61522109499458
"43","Crassostrea corteziensis",23.21512099,-106.4546019,298.152069091797,299.412017822266,300.364807128906,300.286041259766,299.316650390625,298.556427001953,297.605529785156,296.370941162109,295.833343505859,295.794586181641,296.048522949219,296.621154785156,297.621002197266,298.905731201172,299.661041259766,299.605865478516,298.401977539062,297.353424072266,296.50927734375,295.862518310547,295.615386962891,295.820739746094,295.799621582031,296.713043212891,298.254180908203,299.218322753906,300.100708007812,299.663726806641,299.095550537109,298.186767578125,297.147216796875,295.958618164062,295.438873291016,295.61767578125,295.976806640625,296.407348632812,297.253967285156,298.424774169922,299.222808837891,299.024047851562,298.243103027344,297.061584472656,296.046356201172,294.982696533203,294.53466796875,294.486022949219,295.063232421875,295.747497558594,296.733123779297,298.228851318359,298.936950683594,299.146118164062,299.296203613281,298.209991455078,297.732299804688,297.515441894531,297.293884277344,297.804931640625,299.082672119141,299.42724609375,0.00535471271297027,1.59327656082776,297.546599833171,0.857659748690571,0.518119431052171
"44","Crassostrea gigas",-32.66392626,152.2421131,278.986175537109,278.20068359375,277.502624511719,277.920043945312,279.567626953125,283.530151367188,287.640594482422,290.943206787109,291.792205810547,290.464996337891,286.948394775391,282.216522216797,280.442962646484,279.800994873047,280.154388427734,280.771148681641,283.312438964844,286.406799316406,289.640197753906,292.819946289062,294.851715087891,293.271820068359,291.037231445312,288.577819824219,287.362823486328,285.888977050781,285.329467773438,285.627899169922,285.825592041016,287.873748779297,291.855743408203,293.762603759766,294.693786621094,293.800689697266,292.191833496094,289.552673339844,287.533874511719,285.916900634766,284.603118896484,284.459899902344,284.567047119141,285.834197998047,289.679260253906,292.957672119141,294.92578125,293.729614257812,290.117431640625,285.495025634766,283.768310546875,282.339752197266,281.972747802734,282.385864257812,283.910980224609,286.874298095703,290.716613769531,294.004333496094,294.054595947266,291.902587890625,286.871704101562,285.385955810547,0.0171957841008402,4.93650095659048,287.076234944661,0.860955189304354,0.480000127905071
"45","Crassostrea virginica",47.8,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Crepidula fornicata",56.942778,9.075,281.835693359375,282.800354003906,283.079193115234,282.159088134766,280.979156494141,279.695220947266,278.594360351562,277.764801025391,277.359832763672,277.641723632812,278.301971435547,279.642181396484,281.569458007812,283.129913330078,283.394561767578,282.640289306641,281.594177246094,279.885284423828,278.706878662109,277.769287109375,277.09130859375,277.174346923828,278.111450195312,280.543395996094,282.35107421875,284.128479003906,283.743377685547,283.419219970703,281.778625488281,280.630096435547,279.261932373047,278.429321289062,278.007293701172,278.333526611328,278.927276611328,280.190338134766,282.074279785156,283.177764892578,283.549591064453,282.670349121094,280.906188964844,279.764465332031,278.834442138672,277.893920898438,277.296569824219,277.305755615234,278.239471435547,279.476715087891,281.421844482422,283.091674804688,283.597717285156,282.503265380859,281.630737304688,280.374755859375,279.258056640625,278.349243164062,277.828216552734,277.898498535156,278.726745605469,280.544372558594,0.00768534769424859,2.1540850055288,280.284652201335,0.85595399994104,0.620328699533991
"47","Crocodylus porosus",12.45,130.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Crocodylus porosus",12.45,130.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Ctenopharyngodon idellus",36.4,118.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Cynops orientalis",30.06284701,119.9591598,306.459655761719,305.411209106445,295.115692138672,290.021774291992,287.095809936523,284.709213256836,285.105697631836,288.33854675293,293.207229614258,300.099609375,302.094985961914,306.110534667969,306.429626464844,303.649566650391,302.861831665039,294.983963012695,290.772888183594,283.426773071289,284.273864746094,288.075912475586,292.072021484375,297.436492919922,303.246353149414,307.920471191406,307.818313598633,308.405838012695,302.966354370117,297.194717407227,290.541229248047,286.022277832031,284.212432861328,289.30744934082,291.922302246094,297.653457641602,304.057388305664,305.354187011719,311.100463867188,301.940307617188,300.02082824707,294.428039550781,291.435256958008,287.011291503906,285.629989624023,288.733047485352,293.346923828125,299.579650878906,302.957717895508,305.185302734375,302.925720214844,298.145309448242,294.264709472656,291.291229248047,287.27571105957,284.008010864258,285.187545776367,287.056365966797,291.254760742188,299.887634277344,302.96208190918,305.082763671875,0.0270616024513941,8.00801813111787,295.918105570475,0.815023935013149,0.602047594375134
"51","Cyprinodon salinus",36.241944,-116.8258,306.577026367188,305.319671630859,298.155609130859,289.944122314453,287.657333374023,283.0859375,282.531265258789,286.837112426758,285.38981628418,288.727645874023,295.530426025391,302.480911254883,303.909301757812,304.016403198242,296.23698425293,290.608917236328,284.716079711914,284.675888061523,284.224334716797,285.67951965332,288.887664794922,295.987670898438,299.201904296875,301.884674072266,306.148788452148,304.055618286133,299.333190917969,292.415740966797,286.638305664062,287.167022705078,282.018173217773,285.801040649414,290.808868408203,296.926162719727,298.170028686523,302.924560546875,303.878189086914,303.511795043945,298.905731201172,290.866485595703,286.871795654297,282.538665771484,284.477630615234,286.111709594727,291.472991943359,295.422332763672,302.233657836914,305.010864257812,306.709030151367,302.326370239258,295.795623779297,291.04557800293,290.23747253418,284.096252441406,285.490112304688,286.934951782227,289.071975708008,287.89045715332,290.345611572266,296.194061279297,0.0262745086159169,7.70811452422846,293.368551127116,0.811531146001347,0.587082868610795
"52","Cyprinus carpio",53.6,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Cyprinus carpio",29.5689,106.2536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Cyprinus carpio",51.95,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Cyprinus carpio",56.34,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Cyprinus carpio",54.325,10.142556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Danio rerio",27.5,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Danio rerio",43.2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Danio rerio",24.75,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Danio rerio",24.867,152.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
