"","Species","Longitude","Latitude","40543","40574","40602","40633","40663","40694","40724","40755","40786","40816","40847","40877","40908","40939","40967","40998","41028","41059","41089","41120","41151","41181","41212","41242","41273","41304","41332","41363","41393","41424","41454","41485","41516","41546","41577","41607","41638","41669","41698","41729","41759","41790","41820","41851","41882","41912","41943","41973","42004","42035","42063","42094","42124","42155","42185","42216","42247","42277","42308","42338","cv","sd","mean","acf_lag1","acf_all"
"10","Alligator mississippiensis",29.85536619,-92.74871979,295.089111328125,295.090728759766,295.725845336914,293.81266784668,291.812423706055,291.043960571289,290.144302368164,288.661315917969,287.458709716797,289.246063232422,290.590515136719,292.510665893555,294.373916625977,295.114852905273,294.401458740234,293.870361328125,292.111358642578,290.619857788086,289.741271972656,289.142135620117,288.645904541016,289.485626220703,290.444976806641,293.175827026367,294.141357421875,294.960052490234,294.956115722656,293.0791015625,291.649139404297,290.936828613281,289.486831665039,288.703918457031,288.927398681641,289.510787963867,290.519577026367,292.623565673828,294.2783203125,295.20588684082,295.313140869141,293.658355712891,292.398239135742,290.933029174805,289.482635498047,288.802261352539,288.650985717773,289.119033813477,290.202087402344,292.283905029297,293.545486450195,294.215759277344,294.86149597168,294.13069152832,292.150207519531,290.315292358398,290.327896118164,289.426788330078,289.404357910156,288.675811767578,290.348724365234,291.763580322266,0.00798732914023084,2.32981105823534,291.688375091553,0.836048385647597,0.606627379568336
"11","Ambystoma tigrinum",34,-112,302.118408203125,300.877853393555,297.667831420898,288.803955078125,286.61051940918,281.932357788086,281.024978637695,282.802963256836,282.286605834961,289.273590087891,290.264053344727,298.239532470703,300.743133544922,299.129348754883,295.565673828125,290.480453491211,282.424453735352,283.86882019043,282.930206298828,282.150482177734,285.870239257812,289.64567565918,293.626876831055,297.701812744141,300.597747802734,301.119277954102,297.571548461914,289.834365844727,284.812957763672,285.170028686523,280.614044189453,282.524658203125,286.728302001953,292.598815917969,294.398712158203,298.9072265625,299.66081237793,300.042068481445,297.108276367188,289.237716674805,285.986297607422,281.208068847656,282.338775634766,284.20426940918,287.128662109375,291.927185058594,297.314743041992,298.585037231445,298.728652954102,297.209762573242,294.088668823242,289.728546142578,287.642532348633,282.96125793457,284.371673583984,284.519271850586,284.798431396484,285.205703735352,288.316009521484,292.009613037109,0.0231651137935106,6.72762761670558,290.420659128825,0.810571248815178,0.595647859773486
"12","Amphiura filiformis",58.24724827,11.31443365,280.470367431641,281.530700683594,281.710296630859,280.435302734375,278.724731445312,277.369110107422,276.511962890625,275.793395996094,275.515869140625,275.831909179688,276.569580078125,277.872406005859,280.158020019531,281.8310546875,281.78955078125,280.587280273438,279.486694335938,277.735717773438,276.665252685547,275.909912109375,275.493896484375,275.749938964844,276.820617675781,279.681274414062,281.777984619141,283.478118896484,282.581451416016,281.606048583984,279.642059326172,278.395721435547,277.090057373047,276.416900634766,276.069641113281,276.340576171875,277.202819824219,278.675140380859,280.586791992188,281.997894287109,282.038726806641,280.744201660156,278.808258056641,277.554168701172,276.828826904297,276.042938232422,275.655151367188,275.796051025391,276.697082519531,277.724456787109,279.417541503906,281.006744384766,281.526245117188,280.472991943359,279.502563476562,278.313323974609,277.129852294922,276.364471435547,275.885925292969,276,276.863464355469,278.704772949219,0.00822677908750548,2.29132029123261,278.519730122884,0.852918742845456,0.608203425009246
"13","Anolis gundlachi",18.316667,-65.783333,297.838226318359,298.929244995117,299.693069458008,299.537139892578,298.984115600586,298.144622802734,296.794998168945,295.948348999023,295.583862304688,296.159805297852,296.138626098633,296.718811035156,297.53337097168,298.385772705078,298.962005615234,298.847290039062,297.762252807617,296.901397705078,296.380004882812,295.701614379883,295.532516479492,295.954956054688,295.867202758789,296.883575439453,298.406341552734,298.996078491211,299.541732788086,298.890487670898,298.895538330078,297.835220336914,296.899765014648,295.770431518555,295.401702880859,295.763275146484,295.996704101562,296.48046875,297.256210327148,298.029663085938,298.745727539062,298.457885742188,297.674057006836,296.627807617188,295.658676147461,294.670272827148,294.589416503906,294.772689819336,295.061645507812,295.582061767578,296.431045532227,297.631805419922,298.223114013672,298.42008972168,298.169250488281,296.849166870117,296.679901123047,296.52783203125,296.977722167969,297.82209777832,297.691543579102,299.111083984375,0.0046320749287029,1.37663115621886,297.195355733236,0.837875008141341,0.510318312444993
"14","Arenicola marina",53.74168489,8.505000353,283.280548095703,284.137451171875,284.560028076172,283.892944335938,283.012725830078,281.555084228516,280.355316162109,279.409942626953,278.989349365234,279.438842773438,280.002410888672,281.568084716797,283.333526611328,285.184661865234,285.365478515625,284.781280517578,283.671722412109,281.923095703125,280.471740722656,279.566741943359,278.689544677734,278.826080322266,279.837585449219,281.301635742188,283.593566894531,285.374969482422,285.204864501953,285.131256103516,283.547149658203,282.304351806641,281.114074707031,280.385101318359,279.873138427734,280.237121582031,280.722686767578,281.936614990234,283.7548828125,284.607971191406,285.281524658203,284.745361328125,282.855133056641,281.566253662109,280.458770751953,279.548675537109,278.795196533203,278.788787841797,280.124206542969,281.672546386719,283.840393066406,285.682678222656,285.878875732422,284.79736328125,283.868896484375,282.155517578125,281.071960449219,280.180328369141,279.580261230469,279.784851074219,280.444885253906,282.146820068359,0.00780936934327484,2.20279048447968,282.070214335124,0.857698413866655,0.620316276076859
"15","Argopecten purpuratus",-30.28779945,-71.54439337,292.056457519531,291.686370849609,290.833374023438,291.629638671875,292.934844970703,296.264251708984,299.487243652344,300.045501708984,298.232543945312,296.722717285156,294.736572265625,293.508636474609,292.123260498047,291.721710205078,291.669708251953,291.714752197266,294.015289306641,297.590270996094,298.537750244141,299.231079101562,299.053771972656,297.251922607422,294.352508544922,292.328948974609,290.647338867188,290.341827392578,290.349975585938,290.954071044922,292.235290527344,296.245300292969,297.907775878906,299.513427734375,299.059875488281,297.001098632812,295.602508544922,292.901947021484,291.176422119141,290.190643310547,290.363494873047,290.812469482422,293.03955078125,294.743774414062,298.693878173828,299.231628417969,298.502777099609,297.253692626953,294.090057373047,291.991363525391,290.563415527344,289.857574462891,290.576568603516,291.814819335938,292.385009765625,295.278259277344,298.396820068359,300.176300048828,298.428619384766,296.469207763672,294.119049072266,292.595489501953,0.0111191923221377,3.27483201853381,294.520674133301,0.835243006398188,0.608869385243998
"16","Argyrosomus regius",37.4987,27.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Asterias rubens",58.24724827,11.31443365,280.470367431641,281.530700683594,281.710296630859,280.435302734375,278.724731445312,277.369110107422,276.511962890625,275.793395996094,275.515869140625,275.831909179688,276.569580078125,277.872406005859,280.158020019531,281.8310546875,281.78955078125,280.587280273438,279.486694335938,277.735717773438,276.665252685547,275.909912109375,275.493896484375,275.749938964844,276.820617675781,279.681274414062,281.777984619141,283.478118896484,282.581451416016,281.606048583984,279.642059326172,278.395721435547,277.090057373047,276.416900634766,276.069641113281,276.340576171875,277.202819824219,278.675140380859,280.586791992188,281.997894287109,282.038726806641,280.744201660156,278.808258056641,277.554168701172,276.828826904297,276.042938232422,275.655151367188,275.796051025391,276.697082519531,277.724456787109,279.417541503906,281.006744384766,281.526245117188,280.472991943359,279.502563476562,278.313323974609,277.129852294922,276.364471435547,275.885925292969,276,276.863464355469,278.704772949219,0.00822677908750548,2.29132029123261,278.519730122884,0.852918742845456,0.608203425009246
"18","Bithynia tentaculata",52.35,9.7,280.044403076172,281.476303100586,280.829711914062,279.533676147461,276.574935913086,276.073822021484,275.023620605469,274.201095581055,274.182815551758,274.948318481445,276.278869628906,277.894073486328,280.146179199219,281.501480102539,281.140914916992,279.832534790039,278.087036132812,276.30339050293,275.277053833008,274.174331665039,273.662643432617,274.998962402344,276.360427856445,279.11311340332,281.580978393555,282.82958984375,282.36311340332,280.313858032227,278.203735351562,277.046478271484,276.000778198242,274.492935180664,274.878356933594,275.266540527344,276.03825378418,278.314437866211,280.235397338867,281.453674316406,280.848281860352,279.378234863281,277.136154174805,275.243911743164,274.540512084961,274.305160522461,274.072799682617,274.555328369141,276.265274047852,277.395736694336,279.210647583008,281.22297668457,280.660568237305,278.829559326172,278.167251586914,275.71662902832,275.523544311523,274.245895385742,274.746520996094,274.696731567383,276.37223815918,278.714401245117,0.00953544688294925,2.64585228755339,277.47543665568,0.838896872960039,0.606085847198786
"19","Blennius pholis",53.523191,-5.099328,284.323303222656,285.764343261719,286.567047119141,285.699127197266,284.648742675781,283.466613769531,281.980194091797,280.724151611328,280.495452880859,280.677093505859,281.149078369141,282.693695068359,284.751434326172,286.677612304688,287.530029296875,286.966613769531,285.129364013672,282.535736083984,281.336395263672,280.81201171875,280.340118408203,280.593841552734,281.442962646484,282.909606933594,284.546051025391,286.236633300781,286.751525878906,286.732025146484,284.905700683594,283.553924560547,282.283660888672,281.348693847656,280.872589111328,281.278472900391,281.685607910156,283.151977539062,285.234039306641,286.653045654297,287.547576904297,286.703216552734,284.358245849609,282.6640625,281.008483886719,280.411468505859,279.928253173828,279.830383300781,281.230316162109,283.066711425781,285.728851318359,287.789184570312,288.213592529297,287.382446289062,285.235504150391,283.293579101562,282.468688964844,281.2099609375,280.738159179688,281.179992675781,281.969055175781,283.437622070312,0.00870873122804226,2.46890264188037,283.497397867839,0.855111894905477,0.615145537301367
"20","Bolitoglossa subpalmata",9.566667,-83.75,298.960418701172,300.490951538086,301.051010131836,300.741455078125,299.038314819336,298.139572143555,296.860549926758,295.533966064453,294.704437255859,294.463638305664,294.814010620117,295.936782836914,297.372924804688,299.401580810547,300.636291503906,300.290054321289,298.254333496094,297.187393188477,296.061370849609,295.367782592773,294.732574462891,295.129760742188,295.876373291016,296.817489624023,298.988800048828,301.088195800781,301.867523193359,300.313369750977,299.424438476562,297.93293762207,296.611267089844,295.504257202148,295.249008178711,295.282562255859,295.548812866211,296.214218139648,297.699798583984,299.023086547852,300.118515014648,299.755142211914,298.501861572266,297.364547729492,295.732284545898,294.594848632812,294.082321166992,294.126312255859,294.572692871094,295.976165771484,297.17626953125,299.533386230469,299.460861206055,299.175079345703,298.717208862305,298.063888549805,297.235397338867,296.789794921875,296.679840087891,296.699142456055,297.513153076172,298.607757568359,0.00699768538754472,2.08170501276324,297.484796396891,0.851339526991387,0.575673960168763
"21","Boreogadus saida",69.07859987,-104.9682869,284.242706298828,283.547271728516,281.896484375,280.475128173828,279.361724853516,278.762664794922,278.571044921875,278.361785888672,278.266723632812,278.515960693359,278.950592041016,281.086029052734,282.878875732422,283.342498779297,282.101257324219,280.391662597656,278.885772705078,278.388549804688,278.255767822266,278.150054931641,278.190399169922,278.204162597656,278.597320556641,280.549682617188,282.273956298828,282.721862792969,281.779541015625,280.112243652344,278.890167236328,278.289001464844,278.236877441406,278.053405761719,277.984649658203,278.225280761719,278.471343994141,279.856109619141,281.895843505859,282.735107421875,281.796234130859,280.775939941406,279.410400390625,278.484588623047,278.23974609375,278.11328125,278.027252197266,278.187591552734,278.861206054688,280.107421875,281.834381103516,282.465545654297,282.062042236328,280.358428955078,279.23291015625,278.30126953125,278.070037841797,277.787750244141,277.757202148438,277.889923095703,278.702056884766,280.718658447266,0.00650428946792597,1.81975746517946,279.778056335449,0.788084984346192,0.538679936644284
"22","Bovallia gigantea",-62.08333333,-58.36666667,271.486328125,271.442291259766,271.450134277344,271.462005615234,271.512664794922,272.144805908203,275.865264892578,276.356536865234,275.482269287109,274.114624023438,272.862945556641,271.859283447266,271.446502685547,271.432373046875,271.478637695312,271.457458496094,271.50830078125,272.968414306641,276.7412109375,276.892211914062,275.914398193359,274.274963378906,272.987701416016,271.872833251953,271.504943847656,271.473693847656,271.461944580078,271.451507568359,271.484985351562,272.156188964844,275.636444091797,276.544311523438,275.706970214844,274.310882568359,272.821411132812,271.559997558594,271.530548095703,271.457305908203,271.439361572266,271.465698242188,271.495056152344,272.028594970703,274.942810058594,275.879608154297,274.901519775391,273.337799072266,272.043060302734,271.518829345703,271.476959228516,271.457946777344,271.459136962891,271.454010009766,271.525970458984,272.945831298828,276.608367919922,277.307159423828,276.109405517578,274.371185302734,272.838226318359,271.828063964844,0.00712742398477333,1.94608965103681,273.042498270671,0.764030938294905,0.518625357826615
"23","Brachymystax lenok",33.73920979,107.4560732,291.86051940918,292.977905273438,292.243392944336,291.413940429688,289.715393066406,289.495956420898,288.096618652344,287.528915405273,287.342056274414,287.975769042969,288.739105224609,290.813583374023,292.424041748047,293.020660400391,293.362442016602,292.123657226562,291.004455566406,288.910110473633,287.744155883789,287.105819702148,286.96858215332,287.45654296875,289.622299194336,292.340515136719,293.343276977539,293.934371948242,293.073822021484,292.463409423828,290.139770507812,289.025039672852,287.647491455078,287.239044189453,285.879287719727,286.739562988281,289.291381835938,290.433731079102,292.774276733398,292.501083374023,292.91716003418,291.779800415039,289.982513427734,288.648315429688,287.442428588867,286.568099975586,286.245895385742,287.392028808594,288.86882019043,290.216247558594,291.798629760742,293.025604248047,292.820007324219,292.282165527344,291.254760742188,288.871994018555,287.144607543945,286.750671386719,286.443115234375,288.457183837891,291.548141479492,292.211242675781,0.00818736971505693,2.37398808356563,289.957357025147,0.826085561883241,0.609721967193119
"24","Bufo woodhousii",33.216389,-97.129167,293.996353149414,293.973083496094,294.610916137695,292.324234008789,291.047912597656,289.775344848633,288.79069519043,287.357345581055,286.190795898438,288.046981811523,289.452056884766,291.453521728516,293.404159545898,294.271850585938,293.606002807617,292.927017211914,290.876220703125,289.639633178711,288.646606445312,287.89875793457,287.755035400391,288.437133789062,289.590957641602,291.968734741211,293.142135620117,294.216171264648,294.189758300781,292.303787231445,290.463088989258,289.932266235352,288.278137207031,287.408111572266,287.782577514648,288.317611694336,289.23014831543,291.38215637207,293.065414428711,294.344360351562,294.574768066406,292.553649902344,291.10107421875,289.598373413086,288.164031982422,287.452407836914,287.433670043945,288.01350402832,289.210388183594,291.290802001953,292.55891418457,293.414169311523,293.793212890625,292.985885620117,291.250381469727,289.296844482422,289.199295043945,287.985565185547,288.072280883789,287.679931640625,289.125701904297,291.131729125977,0.00834649628661448,2.42548954756011,290.599727630615,0.836892714856108,0.611372763680044
"25","Bufo woodhousii",33.005554,-115.469902,302.828186035156,300.278182983398,297.432403564453,288.087493896484,287.969711303711,283.044692993164,282.507888793945,285.840179443359,285.525451660156,288.762985229492,293.322463989258,297.439590454102,300.094635009766,296.561340332031,293.549179077148,290.950576782227,283.396942138672,284.450042724609,284.032333374023,283.662414550781,287.441513061523,294.437774658203,296.402587890625,298.355758666992,301.711853027344,300.13542175293,297.889068603516,290.233642578125,285.687637329102,286.978988647461,282.583419799805,284.74169921875,288.795532226562,294.068374633789,294.901229858398,299.048080444336,300.163177490234,298.471450805664,297.129989624023,290.089233398438,287.083862304688,282.370071411133,284.689453125,285.858947753906,289.761505126953,294.157852172852,297.932800292969,300.160568237305,299.866943359375,298.899505615234,293.428817749023,290.760757446289,291.161911010742,284.795593261719,286.938980102539,288.563262939453,289.075866699219,287.5546875,290.777481079102,293.934936523438,0.0206631145488314,6.02563176627272,291.612948862712,0.784370377816748,0.585297751940766
"26","Carassius auratus",34.69,135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Carassius auratus",49.154938,-123.092218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Carassius carassius",62.58798978,29.66828919,278.322891235352,280.387405395508,278.954376220703,275.83154296875,272.673843383789,271.817352294922,267.883972167969,267.896636962891,266.941146850586,268.875900268555,271.76155090332,275.167236328125,279.097137451172,279.679809570312,277.489273071289,274.214614868164,272.215530395508,270.62141418457,269.658996582031,267.021987915039,268.142730712891,269.262969970703,272.800674438477,276.685729980469,281.200424194336,281.645797729492,278.755096435547,275.961380004883,273.328216552734,270.658843994141,271.007965087891,265.595031738281,268.979675292969,269.306686401367,271.28874206543,275.078796386719,279.393539428711,280.226806640625,277.64030456543,274.587280273438,272.758255004883,271.746734619141,269.521820068359,269.781356811523,267.139053344727,268.559265136719,272.101272583008,274.702102661133,278.063583374023,278.585876464844,276.300216674805,272.939300537109,273.637771606445,270.542205810547,269.885986328125,270.481185913086,267.385437011719,268.249359130859,272.163818359375,276.053649902344,0.0157018608615453,4.28887367916756,273.144292704264,0.796927101951944,0.584387342368688
"29","Catla catla",19.55,72.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Cellana tramoserica",-33.54377651,151.3099564,276.7919921875,275.991485595703,275.312927246094,275.912750244141,278.067779541016,282.333374023438,286.545379638672,288.442291259766,288.099639892578,286.283660888672,282.586456298828,279.100463867188,277.781097412109,277.251678466797,277.560302734375,278.409057617188,280.884643554688,284.323486328125,287.652099609375,291.005340576172,292.346771240234,289.337921142578,286.797302246094,286.496032714844,285.035278320312,283.635528564453,283.003021240234,283.089141845703,283.518981933594,285.717102050781,289.437591552734,291.363250732422,291.841430664062,291.082946777344,287.553405761719,285.454071044922,284.341033935547,282.5576171875,281.237487792969,281.057464599609,281.432678222656,283.399597167969,287.907775878906,290.822723388672,291.040252685547,289.241149902344,282.404113769531,279.392059326172,278.33544921875,277.983642578125,278.284790039062,279.077606201172,281.009735107422,284.591796875,289.139984130859,291.591186523438,290.684112548828,287.138336181641,282.083129882812,280.382354736328,0.0171803443106502,4.87955616905798,284.019696044922,0.846674024045875,0.477091504956457
"31","Channa argus",23.062051,113.466369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Chanos chanos",24.199993,120.690919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Chelodina longicollis",-33.99624637,150.7055575,286.126159667969,283.758743286133,283.884460449219,287.165542602539,289.191604614258,293.802322387695,297.106292724609,299.308868408203,298.304885864258,295.719146728516,292.631912231445,290.014831542969,287.477035522461,285.647354125977,286.456848144531,288.328384399414,290.459030151367,293.941986083984,298.36198425293,298.324783325195,299.501678466797,296.427505493164,292.959335327148,289.653167724609,286.510543823242,285.114471435547,285.196075439453,287.751907348633,289.39338684082,294.003524780273,296.957138061523,299.245513916016,299.689743041992,295.591552734375,291.167907714844,289.129043579102,284.949722290039,284.09114074707,284.093017578125,286.220642089844,289.285583496094,292.769012451172,295.7783203125,297.936965942383,299.7509765625,296.183670043945,291.003616333008,286.019088745117,284.547027587891,284.11083984375,283.870574951172,287.635940551758,290.014221191406,293.913101196289,296.628372192383,298.307052612305,297.813034057617,294.843765258789,291.920700073242,289.161376953125,0.0179048871272113,5.21782801260298,291.419207255046,0.846177988618649,0.615150037208779
"34","Cherax destructor",32.9,151.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
